x_min_norm,y_min_norm,x_max_norm,y_max_norm,image_id,class_id,scores
0.21766561514195584,0.15325797872340424,0.44597791798107256,0.20246010638297873,018b348fd699821cdbc5bdc0b329982c,11,0.31666666666666665
0.22988958990536276,0.21642287234042554,0.3698738170347003,0.3853058510638298,018b348fd699821cdbc5bdc0b329982c,13,0.31666666666666665
0.21687697160883282,0.2064494680851064,0.30126182965299686,0.27393617021276595,018b348fd699821cdbc5bdc0b329982c,7,0.31666666666666665
0.416403785488959,0.29521276595744683,0.4637223974763407,0.3540558510638298,018b348fd699821cdbc5bdc0b329982c,7,0.31666666666666665
0.21569400630914826,0.22539893617021275,0.3000788643533123,0.28324468085106386,018b348fd699821cdbc5bdc0b329982c,2,0.31666666666666665
0.4330415725708008,0.2652267813682556,0.670459508895874,0.5546436309814453,035b53e8aabf8763537a296c291135d1,0,0.6333333253860474
0.5658643326039388,0.27473002159827214,0.6630196936542669,0.39956803455723544,035b53e8aabf8763537a296c291135d1,2,0.31666666666666665
0.32122737169265747,0.24166665971279144,0.44516363739967346,0.36455556750297546,041081d11262c5f150e655f5e5ff0a2c,9,0.949999988079071
0.21271838247776031,0.3256354033946991,0.2912648618221283,0.39002934098243713,059ec0fc0d6840cff6e268e46f85faa0,8,0.949999988079071
0.5720475316047668,0.22727273404598236,0.9059399366378784,0.8103616833686829,059ec0fc0d6840cff6e268e46f85faa0,5,0.949999988079071
0.6786163449287415,0.2591642439365387,0.8094339966773987,0.37591642141342163,059ec0fc0d6840cff6e268e46f85faa0,2,0.6333333253860474
0.16310273110866547,0.19629766047000885,0.4073375165462494,0.5544354915618896,059ec0fc0d6840cff6e268e46f85faa0,2,0.6333333253860474
0.09517819434404373,0.3090175986289978,0.4157232642173767,0.7732771039009094,059ec0fc0d6840cff6e268e46f85faa0,5,0.6333333253860474
0.2129979035639413,0.13966275659824046,0.3756813417190776,0.19318181818181818,059ec0fc0d6840cff6e268e46f85faa0,11,0.31666666666666665
0.3928721174004193,0.26759530791788855,0.6406708595387841,0.49780058651026393,059ec0fc0d6840cff6e268e46f85faa0,0,0.31666666666666665
0.6838574423480084,0.2536656891495601,0.8041928721174004,0.34714076246334313,059ec0fc0d6840cff6e268e46f85faa0,8,0.31666666666666665
0.2792452830188679,0.20307917888563048,0.31362683438155137,0.2280058651026393,059ec0fc0d6840cff6e268e46f85faa0,8,0.31666666666666665
0.34968553459119495,0.4079912023460411,0.3870020964360587,0.437316715542522,059ec0fc0d6840cff6e268e46f85faa0,8,0.31666666666666665
0.5082222819328308,0.40622222423553467,0.581000030040741,0.49266669154167175,0686521b0b8cf9426f253601b805fb52,2,0.949999988079071
0.564,0.7116666666666667,0.6483333333333333,0.8,0686521b0b8cf9426f253601b805fb52,13,0.31666666666666665
0.8529942035675049,0.6206060647964478,0.9567762017250061,0.7761616706848145,06b04918044786c36584a86273d72747,11,0.6333333253860474
0.7420081044574516,0.6084848484848485,0.9392165691130122,0.7587878787878788,06b04918044786c36584a86273d72747,7,0.31666666666666665
0.4475461503827105,0.24888888888888888,0.6758217019360648,0.42828282828282827,06b04918044786c36584a86273d72747,0,0.31666666666666665
0.8523187753264295,0.6367676767676768,0.9423683025664116,0.7721212121212121,06b04918044786c36584a86273d72747,10,0.31666666666666665
0.8595550060272217,0.6471267938613892,0.9449741840362549,0.7168098092079163,06efcd37617307118fd48b3a493c133b,1,0.6333333253860474
0.8768375049662296,0.6555482166446499,0.9491458085021851,0.7087186261558784,06efcd37617307118fd48b3a493c133b,13,0.31666666666666665
0.6169658303260803,0.4234681725502014,0.8986040949821472,0.8114502429962158,0a16dc6491142ff8c7c36f3b3f4ebd02,5,0.949999988079071
0.10078232735395432,0.45156142115592957,0.3824205994606018,0.7822924256324768,0a16dc6491142ff8c7c36f3b3f4ebd02,5,0.6333333253860474
0.038656235618959964,0.7065294535131299,0.16198803497468936,0.8211497515968772,0a16dc6491142ff8c7c36f3b3f4ebd02,11,0.31666666666666665
0.284555584192276,0.24344445765018463,0.49666666984558105,0.5456666946411133,0a4fbc9ade84a7abd1680eb8ba031a9d,6,0.949999988079071
0.6871666312217712,0.2801666855812073,0.7643333077430725,0.3593333065509796,0a4fbc9ade84a7abd1680eb8ba031a9d,8,0.6333333253860474
0.2698333263397217,0.15933333337306976,0.5090000033378601,0.5505000352859497,0a4fbc9ade84a7abd1680eb8ba031a9d,7,0.6333333253860474
0.2601666748523712,0.17399999499320984,0.5099999904632568,0.4871666431427002,0a4fbc9ade84a7abd1680eb8ba031a9d,4,0.6333333253860474
0.643500030040741,0.2551666796207428,0.7860000133514404,0.4475000202655792,0a4fbc9ade84a7abd1680eb8ba031a9d,6,0.6333333253860474
0.3506666666666667,0.5803333333333334,0.442,0.6346666666666667,0a4fbc9ade84a7abd1680eb8ba031a9d,8,0.31666666666666665
0.6176666666666667,0.22866666666666666,0.7876666666666666,0.474,0a4fbc9ade84a7abd1680eb8ba031a9d,7,0.31666666666666665
0.34116220474243164,0.2187916487455368,0.6297820806503296,0.3831630349159241,0bdf902cc4ac4ad2c49059960f572ab2,0,0.6333333253860474
0.3288135593220339,0.18169702354509107,0.6319612590799032,0.37316748111950243,0bdf902cc4ac4ad2c49059960f572ab2,3,0.31666666666666665
0.261137455701828,0.147103950381279,0.5165876746177673,0.4572305381298065,0c684171749ce2c0c601b9d69b882edb,9,0.6333333253860474
0.045023696682464455,0.49136939010356734,0.11990521327014218,0.8170310701956272,0c684171749ce2c0c601b9d69b882edb,11,0.31666666666666665
0.1909952606635071,0.12811660912926737,0.3748815165876777,0.1925584963559647,0c684171749ce2c0c601b9d69b882edb,11,0.31666666666666665
0.5255924170616114,0.10241657077100115,0.7388625592417062,0.18258534714230917,0c684171749ce2c0c601b9d69b882edb,11,0.31666666666666665
0.1815165876777251,0.42002301495972383,0.7644549763033175,0.7579593402378213,0c684171749ce2c0c601b9d69b882edb,3,0.31666666666666665
0.6180094786729858,0.13156885308784044,0.8341232227488151,0.22784810126582278,0c684171749ce2c0c601b9d69b882edb,9,0.31666666666666665
0.05426695942878723,0.04931507259607315,0.6849015355110168,0.8497064709663391,0c7a38f293d5f5e4846aa4ca6db4daf1,5,0.6333333253860474
0.20043763676148796,0.30998043052837576,0.29277899343544855,0.37651663405088065,0c7a38f293d5f5e4846aa4ca6db4daf1,8,0.31666666666666665
0.07045951859956236,0.021917808219178082,0.9264770240700219,0.8661448140900195,0c7a38f293d5f5e4846aa4ca6db4daf1,9,0.31666666666666665
0.5894967177242888,0.0958904109589041,0.9575492341356674,0.8489236790606653,0c7a38f293d5f5e4846aa4ca6db4daf1,5,0.31666666666666665
0.4294532537460327,0.28850001096725464,0.6310405731201172,0.5040000081062317,0d3b1464574b7db3d664dc0aa0b66549,0,0.6333333253860474
0.37142857142857144,0.24366666666666667,0.44126984126984126,0.398,0d3b1464574b7db3d664dc0aa0b66549,7,0.31666666666666665
0.3361552028218695,0.203,0.47442680776014107,0.39966666666666667,0d3b1464574b7db3d664dc0aa0b66549,9,0.31666666666666665
0.3707231040564374,0.493,0.7594356261022928,0.755,0d3b1464574b7db3d664dc0aa0b66549,3,0.31666666666666665
0.1509641855955124,0.1080559566617012,0.4410468339920044,0.3441871702671051,0dbdb924a9140849abd4ff650c5356da,13,0.949999988079071
0.07644628099173553,0.7040520984081042,0.434297520661157,0.8726483357452967,0dbdb924a9140849abd4ff650c5356da,11,0.31666666666666665
0.11859504132231405,0.11649782923299566,0.3247933884297521,0.31765557163531116,0dbdb924a9140849abd4ff650c5356da,11,0.31666666666666665
0.12107438016528925,0.1089001447178003,0.44917355371900825,0.34913169319826337,0dbdb924a9140849abd4ff650c5356da,5,0.31666666666666665
